ModelDate,Ticker,GICCode,CustomIndustryGroupCode,GICIndustryGroupCode,IndustryGroup,GICSectorCode,Sector,InitialOutvestDecision,QuantitativeDecisionDate,QuantitativeDecision,ChangeInGrowthRateDate,ChangeInGrowthRate,RevGrowth1QAgo,RevGrowth,BBDate,conflict,latestRevGrowth,NewInfoIndicator,FinalDecisionCode,FinalDecision,NewFinalDecisionIndicator,SP500Weight,Name,MktCapinThousands,Pclose,RebalanceWeight,Shares,MktValueOfShares
3/31/2017,GOOGL US EQUITY,45101010,23,4510,Software & Services,45,Information Technology,Invested,,,,,,,,,0.203803224,,1,Invested,,1.242340495,ALPHABET INC-CL A,251895793,847.8,1.715652154,101,85628
3/31/2017,VMC US EQUITY,15102010,2,1510,Materials,15,Materials,Outvested,11/4/2016,Outvest,11/2/2016,-0.46,0.143,0.077,,,0.04981823,,4,Outvested,,0.07864604,VULCAN MATERIALS CO,15980106,120.48,,,
3/31/2017,WRK US EQUITY,15103020,2,1510,Materials,15,Materials,Outvested,11/9/2016,Outvest,11/7/2016,-0.296,0.442,0.311,,,0.167655171,,4,Outvested,,0.064255694,WESTROCK CO,13028468,52.03,,,
3/31/2017,AMT US EQUITY,60101080,29,6010,Real Estate/Towers and DCs,60,Real Estate,Invested,,,,,,,,,0.212542932,,1,Invested,,0.256072923,AMERICAN TOWER CORP,51921280,121.54,0.35363257,145,17623
3/31/2017,CCI US EQUITY,60101080,29,6010,Real Estate/Towers and DCs,60,Real Estate,Invested,,,,,,,,,0.070246852,,1,Invested,,0.167946622,CROWN CASTLE INTL CORP,34052814,94.45,0.231931572,123,11617
3/31/2017,DLR US EQUITY,60101080,29,6010,Real Estate/Towers and DCs,60,Real Estate,Invested,,,,,,,,,0.214863758,,1,Invested,,0.083568936,DIGITAL REALTY TRUST INC,16964737,106.39,0.115407351,54,5745
3/31/2017,EQIX US EQUITY,60101080,29,6010,Real Estate/Towers and DCs,60,Real Estate,Invested,,,,,,,,,0.325078957,,1,Invested,,0.153438501,EQUINIX INC,30703174,400.37,0.211896092,26,10410
3/31/2017,AIV US EQUITY,60101060,28,6010,Real Estate,60,Real Estate,Outvested,2/5/2016,Reinvest,2/4/2016,0.8,-0.016,-0.003,,Yes,0.014821005,,2,Invested,,0.034344608,APARTMENT INVT & MGMT CO -A,6963704,44.35,0.047429349,53,2351
3/31/2017,ARE US EQUITY,60101040,28,6010,Real Estate,60,Real Estate,Outvested,,,,,,,,,0.093,,2,Invested,,0.048444407,Alexandria Real Estate Eqty,10054336,110.52,0.066900943,30,3316
3/31/2017,AVB US EQUITY,60101060,28,6010,Real Estate,60,Real Estate,Outvested,4/28/2016,Reinvest,4/27/2016,0.112,0.101,0.113,,Yes,0.101954391,,2,Invested,,0.124353933,AVALONBAY COMMUNITIES INC,25213972,183.6,0.171730773,47,8629
3/31/2017,BXP US EQUITY,60101040,28,6010,Real Estate,60,Real Estate,Outvested,2/2/2015,Outvest,1/29/2015,-0.227,0.157,0.121,,,0.024088042,,4,Outvested,,0.100460892,BOSTON PROPERTIES INC,20369425,132.41,,,
3/31/2017,CBRE US EQUITY,60102040,28,6010,Real Estate,60,Real Estate,Outvested,2/14/2017,Outvest,2/10/2017,-0.325,0.302,0.204,,,0.204109965,,4,Outvested,,0.051589299,CBRE GROUP INC - A,11753071,34.79,,,
3/31/2017,QRVO US EQUITY,45301020,25,4530,Semiconductors & Semiconductor Equipment,45,Information Technology,Invested,11/4/2016,Reinvest,8/2/2016,-0.478,0.526,0.274,11/3/2016,,0.136529028,,1,Invested,,0.042758082,QORVO INC,8669618,68.56,0.05904822,43,2948
3/31/2017,SWKS US EQUITY,45301020,25,4530,Semiconductors & Semiconductor Equipment,45,Information Technology,Outvested,2/1/2016,Outvest,1/28/2016,-0.28,0.422,0.304,,,-0.030535255,,4,Outvested,,0.089358298,SKYWORKS SOLUTIONS INC,18118266,97.98,,,
3/31/2017,TXN US EQUITY,45301020,25,4530,Semiconductors & Semiconductor Equipment,45,Information Technology,Invested,7/26/2016,Reinvest,7/25/2016,0.282,-0.027,-0.019,,,0.028461538,,1,Invested,,0.397174493,TEXAS INSTRUMENTS INC,80530998,80.56,0.548491558,340,27390
3/31/2017,XLNX US EQUITY,45301020,25,4530,Semiconductors & Semiconductor Equipment,45,Information Technology,Invested,4/28/2016,Reinvest,4/27/2016,0.236,-0.09,-0.069,,,0.045810885,,1,Invested,,0.071073512,XILINX INC,14410847,57.89,0.098151372,85,4921
3/31/2017,ACN US EQUITY,45102010,23,4510,Software & Services,45,Information Technology,Invested,3/28/2016,Reinvest,3/24/2016,0.151,0.019,0.022,,,0.069622499,,1,Invested,,0.368124772,ACCENTURE PLC-CL A,74335550,119.88,0.508374363,212,25415
3/31/2017,ADBE US EQUITY,45103010,23,4510,Software & Services,45,Information Technology,Invested,6/18/2014,Reinvest,6/17/2014,0.526,-0.073,-0.035,,,0.220814633,,1,Invested,,0.318119348,ADOBE SYSTEMS INC,64375051,130.13,0.43931768,169,21992
3/31/2017,ADP US EQUITY,45102020,23,4510,Software & Services,45,Information Technology,Invested,10/30/2014,Reinvest,10/29/2014,0.443,-0.093,-0.052,,,0.072172103,,1,Invested,,0.226687889,AUTOMATIC DATA PROCESSING,45963178,102.39,0.313052312,153,15666
3/31/2017,ADS US EQUITY,45102020,23,4510,Software & Services,45,Information Technology,Outvested,4/25/2016,Outvest,4/21/2016,-0.306,0.214,0.149,,,0.108436422,,4,Outvested,,0.068678944,ALLIANCE DATA SYSTEMS CORP,13925325,249,,,
3/31/2017,ADSK US EQUITY,45103010,23,4510,Software & Services,45,Information Technology,Outvested,8/31/2015,Outvest,8/27/2015,-0.401,0.118,0.071,,,-0.188930155,,4,Outvested,,0.083522927,AUTODESK INC,19096813,86.47,,,
3/31/2017,AKAM US EQUITY,45101010,23,4510,Software & Services,45,Information Technology,Invested,,,,,,,,,0.064893913,,1,Invested,,0.050993864,AKAMAI TECHNOLOGIES INC,10339503,59.7,0.070421702,59,3522
3/31/2017,ATVI US EQUITY,45103030,23,4510,Software & Services,45,Information Technology,Invested,8/5/2016,Reinvest,8/4/2016,1.656,0.058,0.154,,,0.416291533,,1,Invested,,0.170093548,ACTIVISION BLIZZARD INC,37487091,49.86,0.234896441,235,11717
3/31/2017,CA US EQUITY,45103020,23,4510,Software & Services,45,Information Technology,Invested,11/19/2015,Reinvest,7/23/2015,-0.449,-0.034,-0.049,11/18/2015,,-0.001485516,,1,Invested,,0.0490413,CA INC,13258135,31.72,0.067725243,107,3394
3/31/2017,CRM US EQUITY,45103010,23,4510,Software & Services,45,Information Technology,Invested,,,,,,,,,0.258693884,,1,Invested,,0.266436202,SALESFORCE.COM INC,58361675,82.49,0.367944091,223,18395
3/31/2017,CSRA US EQUITY,45102010,23,4510,Software & Services,45,Information Technology,Invested,,,,,,,,,,,1,Invested,,0.020970473,CSRA INC,4777492,29.29,0.028959885,49,1435
3/31/2017,CTSH US EQUITY,45102010,23,4510,Software & Services,45,Information Technology,Invested,2/9/2017,Reinvest,11/7/2016,-0.244,0.148,0.112,2/8/2017,,0.086223976,,1,Invested,,0.178665023,COGNIZANT TECH SOLUTIONS-A,36226074,59.52,0.24673351,207,12321
3/31/2017,CTXS US EQUITY,45103010,23,4510,Software & Services,45,Information Technology,Outvested,1/27/2017,Outvest,1/25/2017,-0.27,0.06,0.044,,,0.043555764,,4,Outvested,,0.064303658,CITRIX SYSTEMS INC,13038193,83.39,,,
3/31/2017,EA US EQUITY,45103030,23,4510,Software & Services,45,Information Technology,Invested,5/11/2016,Reinvest,5/10/2016,0.348,-0.04,-0.026,,,0.082611748,,1,Invested,,0.136101389,ELECTRONIC ARTS INC,27595883,89.52,0.18795382,105,9400
3/31/2017,EBAY US EQUITY,45101010,23,4510,Software & Services,45,Information Technology,Invested,10/22/2015,Reinvest,10/21/2015,0.116,-0.485,-0.429,,,0.045041899,,1,Invested,,0.167378349,EBAY INC,36231597,33.57,0.231146796,344,11548
3/31/2017,FB US EQUITY,45101010,23,4510,Software & Services,45,Information Technology,Invested,,,,,,,,,0.541696882,,1,Invested,,1.64999032,FACEBOOK INC-A,334551614,142.05,2.278609976,802,113924
3/31/2017,FIS US EQUITY,45102020,23,4510,Software & Services,45,Information Technology,Invested,2/10/2016,Reinvest,2/9/2016,0.598,0.018,0.028,,,0.401018923,,1,Invested,,0.129106216,FIDELITY NATIONAL INFO SERV,26177543,79.62,0.178293598,112,8917
3/31/2017,FISV US EQUITY,45102020,23,4510,Software & Services,45,Information Technology,Outvested,2/5/2015,Outvest,2/3/2015,-0.225,0.068,0.052,,,0.047773125,,4,Outvested,,0.122023112,FISERV INC,24741375,115.31,,,
3/31/2017,GOOG US EQUITY,45101010,23,4510,Software & Services,45,Information Technology,Invested,,,,,,,,,0.191937349,,1,Invested,,1.208990064,ALPHABET INC-CL C,287801739,829.56,1.669595747,101,83786
3/31/2017,STX US EQUITY,45202030,24,4520,Technology Hardware & Equipment,45,Information Technology,Outvested,10/20/2016,Reinvest,10/19/2016,0.236,-0.188,-0.143,,Yes,-0.100920447,,4,Outvested,,0.06686475,SEAGATE TECHNOLOGY,13641210,45.93,,,
3/31/2017,TEL US EQUITY,45203020,24,4520,Technology Hardware & Equipment,45,Information Technology,Outvested,11/3/2016,Reinvest,11/2/2016,0.511,-0.067,-0.033,,Yes,0.037530166,,2,Invested,,0.130632899,TE CONNECTIVITY LTD,26487093,74.55,0.180401923,121,9021
3/31/2017,WDC US EQUITY,45202030,24,4520,Technology Hardware & Equipment,45,Information Technology,Outvested,7/29/2016,Reinvest,7/28/2016,0.305,-0.156,-0.108,,Yes,0.186391415,,2,Invested,,0.117254129,WESTERN DIGITAL CORP,23774417,82.53,0.161926058,98,8088
3/31/2017,XRX US EQUITY,45202030,24,4520,Technology Hardware & Equipment,45,Information Technology,Outvested,2/1/2017,Reinvest,1/31/2017,0.685,-0.141,-0.044,,Yes,-0.044436284,,4,Outvested,,0.030912696,XEROX CORP,7461727,29.36,,,
3/31/2017,AMD US EQUITY,45301020,25,4530,Semiconductors & Semiconductor Equipment,45,Information Technology,Invested,9/30/2013,Reinvest,7/21/2016,0.373,-0.262,-0.164,,,0.07,,1,Invested,,0.055357062,Advanced Micro Devices,13697355,14.55,0.076447208,263,3827
3/31/2017,MAR US EQUITY,25301020,31,2530,Consumer Services - Hospitality,25,Consumer Discretionary,Invested,11/8/2016,Reinvest,11/7/2016,0.323,0.052,0.069,,,0.178517189,,1,Invested,,0.146091601,MARRIOTT INTERNATIONAL -CL A,36123775,94.18,0.20175014,107,10077
3/31/2017,MCD US EQUITY,25301040,30,2530,Consumer Services - Restaurants,25,Consumer Discretionary,Invested,1/26/2016,Reinvest,1/25/2016,0.109,-0.083,-0.074,,,-0.031129737,,1,Invested,,0.523524447,MCDONALD'S CORP,106149683,129.61,0.722978804,279,36161
3/31/2017,RCL US EQUITY,25301020,31,2530,Consumer Services - Hospitality,25,Consumer Discretionary,Outvested,11/1/2016,Outvest,10/28/2016,-0.267,0.046,0.033,,,0.02377699,,4,Outvested,,0.081071556,ROYAL CARIBBEAN CRUISES LTD,21074420,98.11,,,
3/31/2017,SBUX US EQUITY,25301040,30,2530,Consumer Services - Restaurants,25,Consumer Discretionary,Invested,1/27/2012,Reinvest,1/26/2012,0.233,0.093,0.114,,,0.098429028,,1,Invested,,0.419696654,STARBUCKS CORP,85097586,58.39,0.579594299,496,28961
3/31/2017,WYND US EQUITY,25301020,31,2530,Consumer Services - Hospitality,25,Consumer Discretionary,Outvested,7/29/2016,Outvest,7/27/2016,-0.229,0.042,0.033,,,0.011562782,,4,Outvested,,0.043641207,WYNDHAM WORLDWIDE CORP,8828619,84.29,,,
3/31/2017,WYNN US EQUITY,25301010,31,2530,Consumer Services - Hospitality,25,Consumer Discretionary,Invested,5/6/2016,Reinvest,5/5/2016,0.177,-0.25,-0.206,,,0.095786361,,1,Invested,,0.044938244,WYNN RESORTS LTD,11680822,114.61,0.06205899,27,3094
3/31/2017,YUM US EQUITY,25301040,30,2530,Consumer Services - Restaurants,25,Consumer Discretionary,Invested,5/23/2016,Reinvest,2/3/2016,-6.027,-0.023,-0.162,5/20/2016,,-0.014645103,,1,Invested,,0.105938682,YUM! BRANDS INC,22610632,63.9,0.146299608,114,7285
3/31/2017,CBS US EQUITY,25401020,10,2540,Media,25,Consumer Discretionary,Outvested,5/4/2016,Reinvest,5/3/2016,0.366,-0.082,-0.052,,Yes,0.039065583,,2,Invested,,0.127232112,CBS CORP-CLASS B NON VOTING,25797550,69.36,0.175705491,127,8809
3/31/2017,CMCSA US EQUITY,25401025,10,2540,Media,25,Consumer Discretionary,Outvested,10/27/2016,Reinvest,10/26/2016,0.129,0.068,0.077,,Yes,0.079090055,,2,Invested,,0.877406696,COMCAST CORP-CLASS A,177902757,37.59,1.211684473,1611,60557
3/31/2017,DIS US EQUITY,25401030,10,2540,Media,25,Consumer Discretionary,Outvested,11/14/2016,Outvest,11/10/2016,-0.335,0.091,0.06,,,0.015722228,,4,Outvested,,0.81354361,WALT DISNEY CO/THE,179297711,113.39,,,
3/31/2017,DISCA US EQUITY,25401020,10,2540,Media,25,Consumer Discretionary,Outvested,8/3/2016,Reinvest,8/2/2016,0.361,0.004,0.006,,Yes,0.016108852,,2,Invested,,0.021898445,DISCOVERY COMMUNICATIONS-A,4440123,29.09,0.030241399,52,1513
3/31/2017,DISCK US EQUITY,25401020,10,2540,Media,25,Consumer Discretionary,Outvested,8/3/2016,Reinvest,8/2/2016,0.361,0.004,0.006,,Yes,0.016108852,,2,Invested,,0.030122263,DISCOVERY COMMUNICATIONS-C,6497428,28.31,0.041598359,73,2067
3/31/2017,FOX US EQUITY,25401030,10,2540,Media,25,Consumer Discretionary,Outvested,5/5/2016,Reinvest,5/4/2016,0.259,-0.187,-0.138,,Yes,0.05906329,,2,Invested,,0.07634636,TWENTY-FIRST CENTURY FOX - B,25376997,31.78,0.10543309,166,5275
3/31/2017,SNPS US EQUITY,45103010,23,4510,Software & Services,45,Information Technology,Invested,,,,,,,,,0.0105,,1,Invested,,0.053538343,Synopsys Inc,10855421,72.13,0.073935587,51,3679
3/31/2017,ALB US EQUITY,15101050,2,1510,Materials,15,Materials,Outvested,8/5/2016,Outvest,8/3/2016,-0.619,0.099,0.038,,,-0.044104396,,4,Outvested,,0.058648093,ALBEMARLE CORP,11699736,105.64,,,
3/31/2017,APD US EQUITY,15101040,2,1510,Materials,15,Materials,Invested,10/28/2016,Reinvest,10/27/2016,0.201,-0.109,-0.087,,,-0.016227555,,1,Invested,,0.145185383,AIR PRODUCTS & CHEMICALS INC,29437751,135.29,0.200498669,74,10011
3/31/2017,AVY US EQUITY,15103020,2,1510,Materials,15,Materials,Invested,7/27/2016,Reinvest,7/26/2016,0.316,-0.061,-0.042,,,0.020043909,,1,Invested,,0.035550147,AVERY DENNISON CORP,7102794,80.6,0.049094178,30,2418
3/31/2017,BLL US EQUITY,15103010,2,1510,Materials,15,Materials,Invested,11/4/2016,Reinvest,11/3/2016,1.272,-0.081,0.022,,,0.133049894,,1,Invested,,0.06411434,BALL CORP,13000401,37.13,0.088540867,119,4418
3/31/2017,CF US EQUITY,15101030,2,1510,Materials,15,Materials,Outvested,11/4/2016,Outvest,11/2/2016,-1.15,-0.05,-0.108,,,-0.144694086,,4,Outvested,,0.033744002,CF INDUSTRIES HOLDINGS INC,6843980,29.35,,,
3/31/2017,DD US EQUITY,15101020,2,1510,Materials,15,Materials,Invested,1/27/2016,Reinvest,1/26/2016,0.123,-0.233,-0.204,,,-0.021329089,,1,Invested,,0.342529677,DU PONT (E.I.) DE NEMOURS,69451229,80.33,0.47302795,294,23617
3/31/2017,DOW US EQUITY,15101020,2,1510,Materials,15,Materials,Invested,10/28/2016,Reinvest,10/27/2016,0.326,-0.146,-0.099,,,-0.012710648,,1,Invested,,0.349804826,DOW CHEMICAL CO/THE,77459835,63.54,0.483074814,380,24145
3/31/2017,ECL US EQUITY,15101050,2,1510,Materials,15,Materials,Invested,8/3/2016,Reinvest,8/2/2016,0.108,-0.063,-0.056,,,-0.028962503,,1,Invested,,0.162298753,ECOLAB INC,36355744,125.34,0.224131956,89,11155
3/31/2017,EMN US EQUITY,15101020,2,1510,Materials,15,Materials,Invested,1/27/2017,Reinvest,1/26/2017,0.108,-0.074,-0.066,,,-0.066334992,,1,Invested,,0.058376041,EASTMAN CHEMICAL CO,11782660,80.8,0.08061637,50,4040
3/31/2017,FCX US EQUITY,15104025,2,1510,Materials,15,Materials,Invested,10/26/2016,Reinvest,10/25/2016,0.469,-0.277,-0.147,,,0.008406165,,1,Invested,,0.087618254,FREEPORT-MCMORAN INC,19310277,13.36,0.120999393,453,6052
3/31/2017,FMC US EQUITY,15101030,2,1510,Materials,15,Materials,Outvested,8/4/2016,Outvest,8/2/2016,-0.673,0.081,0.026,,,0.001800702,,4,Outvested,,0.045884291,FMC CORP,9313021,69.59,,,
3/31/2017,IFF US EQUITY,15101050,2,1510,Materials,15,Materials,Invested,8/9/2016,Reinvest,8/8/2016,0.758,-0.02,-0.005,,,0.030815473,,1,Invested,,0.051661666,INTL FLAVORS & FRAGRANCES,10466292,132.53,0.071343926,27,3578
3/31/2017,IP US EQUITY,15103020,2,1510,Materials,15,Materials,Invested,2/3/2017,Reinvest,2/2/2017,0.237,-0.075,-0.058,,,-0.057500559,,1,Invested,,0.102996426,INTERNATIONAL PAPER CO,20883529,50.78,0.1422364,140,7109
3/31/2017,LYB US EQUITY,15101010,2,1510,Materials,15,Materials,Invested,11/2/2016,Reinvest,11/1/2016,0.195,-0.257,-0.207,,,-0.108507713,,1,Invested,,0.148449475,LYONDELLBASELL INDU-CL A,36706802,91.19,0.205006327,112,10213
3/31/2017,MLM US EQUITY,15102010,2,1510,Materials,15,Materials,Invested,2/15/2017,Reinvest,2/14/2017,0.716,0.046,0.079,,,0.078855469,,1,Invested,,0.067885136,MARTIN MARIETTA MATERIALS,13764373,218.25,0.093748276,21,4583
3/31/2017,MON US EQUITY,15101030,2,1510,Materials,15,Materials,Invested,10/6/2016,Reinvest,10/5/2016,0.229,-0.13,-0.1,,,-0.029059233,,1,Invested,,0.244803963,MONSANTO CO,49644426,113.2,0.338070318,149,16867
3/31/2017,MOS US EQUITY,15101030,2,1510,Materials,15,Materials,Outvested,11/5/2015,Outvest,11/3/2015,-0.672,0.087,0.028,,,-0.194765775,,4,Outvested,,0.050398022,MOSAIC CO/THE,10219974,29.18,,,
3/31/2017,NEM US EQUITY,15104030,2,1510,Materials,15,Materials,Invested,10/27/2016,Reinvest,10/26/2016,2.145,-0.026,0.03,,,0.05429989,,1,Invested,,0.086398842,NEWMONT MINING CORP,17518207,32.96,0.119315405,181,5966
3/31/2017,NUE US EQUITY,15104050,2,1510,Materials,15,Materials,Invested,7/22/2016,Reinvest,7/21/2016,0.138,-0.228,-0.196,,,-0.014061082,,1,Invested,,0.093912146,NUCOR CORP,19044111,59.72,0.129691156,109,6509
3/31/2017,PPG US EQUITY,15101050,2,1510,Materials,15,Materials,Invested,10/10/2016,Reinvest,4/16/2015,-0.478,0.077,0.04,10/7/2016,,-0.001130394,,1,Invested,,0.133239183,PPG INDUSTRIES INC,26969728,105.08,0.184001159,88,9247
3/31/2017,PX US EQUITY,15101040,2,1510,Materials,15,Materials,Invested,7/29/2016,Reinvest,7/28/2016,0.179,-0.123,-0.101,,,-0.022457313,,1,Invested,,0.166746219,PRAXAIR INC,33833852,118.6,0.230273834,97,11504
3/31/2017,SEE US EQUITY,15103020,2,1510,Materials,15,Materials,Invested,7/29/2016,Reinvest,7/28/2016,0.144,-0.103,-0.089,,,-0.036009386,,1,Invested,,0.041584821,SEALED AIR CORP,8431728,43.58,0.057427966,66,2876
3/31/2017,SHW US EQUITY,15101050,2,1510,Materials,15,Materials,Invested,4/22/2016,Reinvest,4/21/2016,0.182,0.019,0.022,,,0.045531719,,1,Invested,,0.124187973,SHERWIN-WILLIAMS CO/THE,28890786,310.19,0.171501584,28,8685
3/31/2017,HST US EQUITY,60101030,28,6010,Real Estate,60,Real Estate,Outvested,2/18/2016,Reinvest,2/17/2016,0.809,-0.004,-0.001,,Yes,0.014953271,,2,Invested,,0.068033345,HOST HOTELS & RESORTS INC,13794424,18.66,0.093952951,252,4702
3/31/2017,IRM US EQUITY,60101080,28,6010,Real Estate,60,Real Estate,Outvested,4/29/2016,Reinvest,4/28/2016,0.197,-0.035,-0.028,,Yes,0.167380657,,2,Invested,,0.043147335,IRON MOUNTAIN INC,9407035,35.67,0.059585773,84,2996
3/31/2017,KIM US EQUITY,60101070,28,6010,Real Estate,60,Real Estate,Outvested,4/29/2016,Outvest,4/27/2016,-0.28,0.174,0.125,,,0.003447983,,4,Outvested,,0.046370865,KIMCO REALTY CORP,9402277,22.09,,,
3/31/2017,MAA US EQUITY,60101060,28,6010,Real Estate,60,Real Estate,Outvested,,,,,,,,,0.079182722,,2,Invested,,0.056974171,MID-AMERICA APARTMENT COMM,11552068,101.74,0.07868041,39,3968
3/31/2017,MAC US EQUITY,60101070,28,6010,Real Estate,60,Real Estate,Outvested,2/14/2017,Reinvest,2/3/2016,-0.22,0.212,0.165,2/13/2017,Yes,-0.191653295,,4,Outvested,,0.038393641,MACERICH CO/THE,9267482,64.4,,,
3/31/2017,O US EQUITY,60101070,28,6010,Real Estate,60,Real Estate,Outvested,,,,,,,,,0.078070213,,2,Invested,,0.079596373,REALTY INCOME CORP,16138940,59.53,0.109921305,92,5477
3/31/2017,PLD US EQUITY,60101020,28,6010,Real Estate,60,Real Estate,Outvested,1/26/2017,Outvest,1/24/2017,-0.444,0.275,0.153,,,0.152958435,,4,Outvested,,0.135443151,PROLOGIS INC,27473573,51.88,,,
3/31/2017,PSA US EQUITY,60101080,28,6010,Real Estate,60,Real Estate,Outvested,,,,,,,,,0.075094806,,2,Invested,,0.161223035,PUBLIC STORAGE,37982417,218.91,0.222646407,51,11164
3/31/2017,REG US EQUITY,60101070,28,6010,Real Estate,60,Real Estate,Outvested,,,,,,,,,0.078,,2,Invested,,0.047815909,Regency Centers Corp,11275545,66.39,0.066032998,50,3320
3/31/2017,SLG US EQUITY,60101040,28,6010,Real Estate,60,Real Estate,Outvested,1/27/2017,Outvest,1/25/2017,-0.325,0.179,0.121,,,0.120969745,,4,Outvested,,0.052889392,SL GREEN REALTY CORP,10723840,106.62,,,
3/31/2017,SPG US EQUITY,60101070,28,6010,Real Estate,60,Real Estate,Outvested,7/29/2016,Outvest,7/27/2016,-0.458,0.093,0.05,,,0.032115969,,4,Outvested,,0.2713523,SIMON PROPERTY GROUP INC,55019323,172.03,,,
3/31/2017,UDR US EQUITY,60101060,28,6010,Real Estate,60,Real Estate,Outvested,2/1/2017,Outvest,1/30/2017,-0.281,0.101,0.073,,,0.072904348,,4,Outvested,,0.047792586,UDR INC,9695815,36.26,,,
3/31/2017,VNO US EQUITY,60101040,28,6010,Real Estate,60,Real Estate,Outvested,5/4/2016,Outvest,5/2/2016,-0.216,0.082,0.064,,,0.001572574,,4,Outvested,,0.085161319,VORNADO REALTY TRUST,15329605,81.0657,,,
3/31/2017,VTR US EQUITY,60101050,28,6010,Real Estate,60,Real Estate,Outvested,11/1/2016,Outvest,10/28/2016,-0.292,0.103,0.073,,,0.047810399,,4,Outvested,,0.113753744,VENTAS INC,23064680,65.04,,,
3/31/2017,WY US EQUITY,60101080,28,6010,Real Estate,60,Real Estate,Outvested,8/8/2016,Reinvest,8/5/2016,0.545,-0.215,-0.098,,Yes,0.193571052,,2,Invested,,0.125522708,WEYERHAEUSER CO,25450952,33.98,0.173344831,255,8665
3/31/2017,CTL US EQUITY,50101020,26,5010,Telecommunication Services,50,Telecommunication Services,Outvested,11/2/2016,Outvest,10/31/2016,-30.22,0,-0.011,,,-0.024022346,,4,Outvested,,0.063537133,CENTURYLINK INC,12882773,23.57,,,
3/31/2017,LVLT US EQUITY,50101010,26,5010,Telecommunication Services,50,Telecommunication Services,Outvested,5/2/2016,Outvest,4/28/2016,-0.35,0.214,0.139,,,-0.006926723,,4,Outvested,,0.082446228,LEVEL 3 COMMUNICATIONS INC,20637995,57.22,,,
3/31/2017,T US EQUITY,50101020,26,5010,Telecommunication Services,50,Telecommunication Services,Outvested,1/27/2017,Outvest,1/25/2017,-0.355,0.179,0.116,,,0.115700847,,4,Outvested,,1.258544861,AT&T INC,255678590,41.55,,,
3/31/2017,FOXA US EQUITY,25401030,10,2540,Media,25,Consumer Discretionary,Outvested,5/5/2016,Reinvest,5/4/2016,0.259,-0.187,-0.138,,Yes,0.05906329,,2,Invested,,0.168102651,TWENTY-FIRST CENTURY FOX-A,34084450,32.39,0.232147046,358,11596
3/31/2017,IPG US EQUITY,25401010,10,2540,Media,25,Consumer Discretionary,Outvested,4/25/2016,Reinvest,4/22/2016,0.352,0.01,0.014,,Yes,0.030576059,,2,Invested,,0.047584986,INTERPUBLIC GROUP OF COS INC,9648320,24.57,0.065714097,134,3292
3/31/2017,NWS US EQUITY,25401040,10,2540,Media,25,Consumer Discretionary,Outvested,8/9/2016,Reinvest,8/8/2016,0.43,-0.048,-0.027,,Yes,-0.022182681,,3,Invested,,0.007974971,NEWS CORP - CLASS B,2695005,13.5,0.011013306,41,554
3/31/2017,NWSA US EQUITY,25401040,10,2540,Media,25,Consumer Discretionary,Outvested,8/9/2016,Reinvest,8/8/2016,0.43,-0.048,-0.027,,Yes,-0.016200648,,3,Invested,,0.024472294,NEWS CORP - CLASS A,4964193,13,0.033795842,130,1690
3/31/2017,OMC US EQUITY,25401010,10,2540,Media,25,Consumer Discretionary,Outvested,4/20/2016,Reinvest,4/19/2016,0.342,-0.012,-0.008,,Yes,0.018666085,,2,Invested,,0.099718174,OMNICOM GROUP,20218831,86.21,0.137709187,80,6897
3/31/2017,SNI US EQUITY,25401020,10,2540,Media,25,Consumer Discretionary,Outvested,11/9/2016,Outvest,11/7/2016,-0.204,0.234,0.187,,,0.126964605,,4,Outvested,,0.036924314,SCRIPPS NETWORKS INTER-CL A,7512391,78.37,,,
3/31/2017,TGNA US EQUITY,25401020,10,2540,Media,25,Consumer Discretionary,Outvested,10/21/2015,Reinvest,10/20/2015,0.176,-0.451,-0.372,,Yes,0.095135442,,2,Invested,,0.02713075,TEGNA INC,3525490,16.4145,0.037467127,114,1871
3/31/2017,TWX US EQUITY,25401030,10,2540,Media,25,Consumer Discretionary,Outvested,11/3/2016,Reinvest,11/2/2016,0.831,-0.012,-0.002,,Yes,0.042677289,,2,Invested,,0.373151858,TIME WARNER INC,75660175,97.71,0.515316688,264,25795
3/31/2017,VIAB US EQUITY,25401030,10,2540,Media,25,Consumer Discretionary,Outvested,2/10/2017,Reinvest,2/9/2017,0.454,-0.059,-0.032,,Yes,-0.032115002,,4,Outvested,,0.079891689,VIACOM INC-CLASS B,16198818,46.62,,,
3/31/2017,AAP US EQUITY,25504050,12,2550,Retailing,25,Consumer Discretionary,Outvested,2/22/2017,Reinvest,2/21/2017,0.591,-0.042,-0.017,,Yes,-0.017391259,,4,Outvested,,0.053935529,ADVANCE AUTO PARTS INC,10944405,148.26,,,
3/31/2017,AN US EQUITY,25504050,12,2550,Retailing,25,Consumer Discretionary,Outvested,10/31/2016,Reinvest,4/22/2016,-0.254,0.092,0.068,10/28/2016,Yes,0.03580673,,2,Invested,,0.013680955,AUTONATION INC,4267907,42.29,0.018893178,22,930
3/31/2017,AZO US EQUITY,25504050,12,2550,Retailing,25,Consumer Discretionary,Outvested,9/26/2016,Outvest,9/22/2016,-0.246,0.058,0.044,,,0.030963415,,4,Outvested,,0.101543079,AUTOZONE INC,20539681,723.05,,,
